County FIPS Code,State,County Name,New,Auto,Active,Total Plan Selections
48027,TX,Bell County,4864,1499,1296,7659
48029,TX,Bexar County,50408,25958,17727,94093
48031,TX,Blanco County,286,119,142,547
48033,TX,Borden County,,,,12
48035,TX,Bosque County,468,168,94,730
48037,TX,Bowie County,1558,500,444,2502
48039,TX,Brazoria County,7186,2975,2707,12868
48041,TX,Brazos County,2881,1034,990,4905
48043,TX,Brewster County,236,142,95,473
48045,TX,Briscoe County,24,,,51
48047,TX,Brooks County,250,110,54,414
48049,TX,Brown County,609,217,180,1006
48051,TX,Burleson County,317,105,110,532
48053,TX,Burnet County,1141,480,480,2101
48055,TX,Caldwell County,870,448,278,1596
48057,TX,Calhoun County,398,171,124,693
48059,TX,Callahan County,181,102,62,345
48061,TX,Cameron County,11133,3482,3641,18256
48063,TX,Camp County,214,143,69,426
48065,TX,Carson County,59,24,49,132
48067,TX,Cass County,572,201,165,938
48069,TX,Castro County,141,65,47,253
48071,TX,Chambers County,571,286,152,1009
48073,TX,Cherokee County,753,331,306,1390
48075,TX,Childress County,99,29,29,157
48077,TX,Clay County,189,62,55,306
48079,TX,Cochran County,46,17,19,82
48081,TX,Coke County,47,,,72
48083,TX,Coleman County,166,56,64,286
48085,TX,Collin County,24319,8974,12577,45870
48087,TX,Collingsworth County,34,12,16,62
48089,TX,Colorado County,548,246,208,1002
48091,TX,Comal County,3116,1307,1003,5426
48093,TX,Comanche County,281,132,106,519
48095,TX,Concho County,51,22,22,95
48097,TX,Cooke County,634,303,224,1161
48099,TX,Coryell County,791,224,202,1217
48101,TX,Cottle County,19,,,38
48103,TX,Crane County,65,16,22,103
48105,TX,Crockett County,71,19,28,118
48107,TX,Crosby County,107,49,42,198
48109,TX,Culberson County,51,29,21,101
48111,TX,Dallam County,154,69,40,263
48113,TX,Dallas County,71584,28141,28777,128502
48115,TX,Dawson County,223,68,54,345
48117,TX,Deaf Smith County,303,138,120,561
48119,TX,Delta County,68,32,34,134
48121,TX,Denton County,18784,6744,8630,34158
48123,TX,DeWitt County,398,148,107,653
48125,TX,Dickens County,25,23,12,60
48127,TX,Dimmit County,249,121,90,460
48129,TX,Donley County,51,19,22,92
48131,TX,Duval County,176,96,75,347
48133,TX,Eastland County,351,130,102,583
48135,TX,Ector County,2634,1060,614,4308
48137,TX,Edwards County,63,,,90
48139,TX,Ellis County,3729,1284,1322,6335
48141,TX,El Paso County,32180,10721,12230,55131
48143,TX,Erath County,833,332,305,1470
48145,TX,Falls County,316,80,108,504
48147,TX,Fannin County,545,240,231,1016
48149,TX,Fayette County,503,205,184,892
48151,TX,Fisher County,50,40,21,111
48153,TX,Floyd County,118,44,46,208
48155,TX,Foard County,25,,,45
48157,TX,Fort Bend County,22103,8965,10910,41978
48159,TX,Franklin County,223,124,85,432
48161,TX,Freestone County,339,121,85,545
48163,TX,Frio County,453,223,128,804
48165,TX,Gaines County,225,53,32,310
48167,TX,Galveston County,7211,3030,2738,12979
48169,TX,Garza County,91,25,22,138
48171,TX,Gillespie County,778,325,411,1514
48173,TX,Glasscock County,24,12,12,48
48175,TX,Goliad County,125,40,53,218
48177,TX,Gonzales County,431,148,126,705
48179,TX,Gray County,295,120,95,510
48181,TX,Grayson County,2300,707,1090,4097
48183,TX,Gregg County,2429,1043,769,4241
48185,TX,Grimes County,483,170,148,801
48187,TX,Guadalupe County,2721,1186,858,4765
48189,TX,Hale County,528,237,177,942
48191,TX,Hall County,53,29,16,98
48193,TX,Hamilton County,186,83,70,339
48195,TX,Hansford County,109,38,26,173
48197,TX,Hardeman County,98,34,17,149
48199,TX,Hardin County,1004,289,289,1582
48201,TX,Harris County,134345,46165,46279,226789
48203,TX,Harrison County,1275,464,351,2090
48205,TX,Hartley County,73,32,40,145
48207,TX,Haskell County,134,63,45,242
48209,TX,Hays County,4482,2248,2192,8922
48211,TX,Hemphill County,71,21,14,106
48213,TX,Henderson County,1802,662,672,3136
48215,TX,Hidalgo County,20963,6913,7180,35056
48217,TX,Hill County,734,321,281,1336
48219,TX,Hockley County,339,134,96,569
48221,TX,Hood County,1241,640,507,2388
48223,TX,Hopkins County,700,281,244,1225
48225,TX,Houston County,291,109,121,521
48227,TX,Howard County,586,216,141,943
48229,TX,Hudspeth County,101,58,55,214
48231,TX,Hunt County,1935,685,733,3353
48233,TX,Hutchinson County,258,130,100,488
48235,TX,Irion County,24,,,44
48237,TX,Jack County,152,50,51,253
48239,TX,Jackson County,268,96,96,460
48241,TX,Jasper County,853,342,234,1429
48243,TX,Jeff Davis County,47,26,23,96
48245,TX,Jefferson County,4850,1980,1577,8407
48247,TX,Jim Hogg County,83,46,16,145
48249,TX,Jim Wells County,933,387,270,1590
48251,TX,Johnson County,3612,1273,1364,6249
48253,TX,Jones County,255,123,83,461
48255,TX,Karnes County,271,129,66,466
48257,TX,Kaufman County,2533,993,1082,4608
48259,TX,Kendall County,781,346,280,1407
48357,TX,Ochiltree County,201,61,41,303
48261,TX,Kenedy County,,,,13
48263,TX,Kent County,16,,,26
48265,TX,Kerr County,1169,433,425,2027
48267,TX,Kimble County,85,40,23,148
48269,TX,King County,0,,0,
48271,TX,Kinney County,58,,,88
48273,TX,Kleberg County,624,197,124,945
48275,TX,Knox County,89,41,13,143
48277,TX,Lamar County,923,313,276,1512
48279,TX,Lamb County,357,128,77,562
48281,TX,Lampasas County,369,94,94,557
48283,TX,La Salle County,167,83,37,287
48285,TX,Lavaca County,397,136,120,653
48287,TX,Lee County,369,129,106,604
48289,TX,Leon County,312,125,124,561
48291,TX,Liberty County,1515,556,516,2587
48293,TX,Limestone County,408,130,118,656
48295,TX,Lipscomb County,47,,,62
48297,TX,Live Oak County,224,84,69,377
48299,TX,Llano County,518,192,203,913
48301,TX,Loving County,0,,0,
48303,TX,Lubbock County,4672,2139,1606,8417
48305,TX,Lynn County,89,68,29,186
48307,TX,McCulloch County,117,40,34,191
48309,TX,McLennan County,4250,1604,1296,7150
48311,TX,McMullen County,23,,,42
48313,TX,Madison County,227,61,61,349
48315,TX,Marion County,244,81,65,390
48317,TX,Martin County,60,23,22,105
48319,TX,Mason County,82,41,54,177
48321,TX,Matagorda County,813,387,331,1531
48323,TX,Maverick County,1449,586,609,2644
48325,TX,Medina County,1220,552,324,2096
48327,TX,Menard County,51,30,15,96
48329,TX,Midland County,2359,957,632,3948
48331,TX,Milam County,413,139,102,654
48333,TX,Mills County,110,32,44,186
48335,TX,Mitchell County,103,47,24,174
48337,TX,Montague County,410,170,153,733
48339,TX,Montgomery County,11620,4207,4215,20042
48341,TX,Moore County,235,115,76,426
48343,TX,Morris County,237,91,79,407
48345,TX,Motley County,12,,,24
48347,TX,Nacogdoches County,1081,334,317,1732
48349,TX,Navarro County,988,360,353,1701
48351,TX,Newton County,256,99,79,434
48353,TX,Nolan County,222,89,61,372
48355,TX,Nueces County,6355,2580,2017,10952
48359,TX,Oldham County,30,,,43
48361,TX,Orange County,1379,504,460,2343
48363,TX,Palo Pinto County,621,285,228,1134
48365,TX,Panola County,469,110,113,692
48367,TX,Parker County,2875,978,1012,4865
48369,TX,Parmer County,127,39,51,217
48371,TX,Pecos County,314,120,59,493
48373,TX,Polk County,1059,372,454,1885
48375,TX,Potter County,1676,616,497,2789
48377,TX,Presidio County,166,81,58,305
48379,TX,Rains County,269,116,115,500
48381,TX,Randall County,1836,739,595,3170
48383,TX,Reagan County,44,22,15,81
48385,TX,Real County,92,45,35,172
48387,TX,Red River County,293,87,108,488
48389,TX,Reeves County,187,81,48,316
48391,TX,Refugio County,148,47,34,229
48393,TX,Roberts County,,,,15
48395,TX,Robertson County,334,100,95,529
48397,TX,Rockwall County,2125,823,899,3847
48399,TX,Runnels County,220,69,104,393
48401,TX,Rusk County,851,370,241,1462
48403,TX,Sabine County,207,64,65,336
48405,TX,San Augustine County,191,60,38,289
48407,TX,San Jacinto County,526,203,147,876
48409,TX,San Patricio County,1528,502,418,2448
48411,TX,San Saba County,138,34,32,204
48413,TX,Schleicher County,71,24,17,112
48415,TX,Scurry County,209,106,72,387
48417,TX,Shackelford County,54,19,13,86
48419,TX,Shelby County,483,158,130,771
48421,TX,Sherman County,52,,,78
48423,TX,Smith County,4692,2170,1659,8521
48425,TX,Somervell County,182,95,89,366
48427,TX,Starr County,1786,604,728,3118
48429,TX,Stephens County,219,68,33,320
48431,TX,Sterling County,25,,,39
48433,TX,Stonewall County,14,11,12,37
48435,TX,Sutton County,80,41,22,143
48437,TX,Swisher County,83,36,36,155
48439,TX,Tarrant County,52555,19171,23112,94838
48441,TX,Taylor County,2011,947,593,3551
48443,TX,Terrell County,27,,,46
48445,TX,Terry County,187,80,58,325
48447,TX,Throckmorton County,24,,,30
48449,TX,Titus County,424,195,167,786
48451,TX,Tom Green County,1809,758,563,3130
48453,TX,Travis County,33875,16958,15317,66150
48455,TX,Trinity County,232,71,70,373
48457,TX,Tyler County,326,114,77,517
48459,TX,Upshur County,805,287,263,1355
48461,TX,Upton County,29,21,18,68
48463,TX,Uvalde County,663,389,234,1286
48465,TX,Val Verde County,1254,387,475,2116
48467,TX,Van Zandt County,1216,498,504,2218
48469,TX,Victoria County,1580,625,530,2735
48471,TX,Walker County,954,330,206,1490
48473,TX,Waller County,1094,380,365,1839
48475,TX,Ward County,203,66,43,312
48477,TX,Washington County,651,264,241,1156
48479,TX,Webb County,6930,2022,2103,11055
48481,TX,Wharton County,917,396,267,1580
48483,TX,Wheeler County,87,42,16,145
48485,TX,Wichita County,1943,785,645,3373
48487,TX,Wilbarger County,159,56,53,268
48489,TX,Willacy County,564,197,204,965
48491,TX,Williamson County,11519,5367,5283,22169
48493,TX,Wilson County,950,362,294,1606
48495,TX,Winkler County,106,51,53,210
48497,TX,Wise County,1574,462,502,2538
48499,TX,Wood County,988,329,324,1641
48501,TX,Yoakum County,107,54,38,199
48503,TX,Young County,364,106,96,566
48505,TX,Zapata County,259,107,83,449
48507,TX,Zavala County,254,124,89,467
49001,UT,Beaver County,160,97,65,322
49003,UT,Box Elder County,1110,612,584,2306
49005,UT,Cache County,2873,1404,1748,6025
49007,UT,Carbon County,387,238,163,788
49009,UT,Daggett County,23,20,20,63
49011,UT,Davis County,6361,3559,3356,13276
49013,UT,Duchesne County,427,187,120,734
49015,UT,Emery County,185,110,89,384
49017,UT,Garfield County,161,110,91,362
49019,UT,Grand County,415,338,278,1031
49021,UT,Iron County,1120,686,478,2284
49023,UT,Juab County,305,228,99,632
49025,UT,Kane County,244,151,115,510
49027,UT,Millard County,287,144,105,536
49029,UT,Morgan County,232,167,97,496
49031,UT,Piute County,57,33,13,103
49033,UT,Rich County,84,82,26,192
49035,UT,Salt Lake County,25236,14784,12376,52396
49037,UT,San Juan County,173,93,68,334
49039,UT,Sanpete County,770,320,270,1360
49041,UT,Sevier County,607,288,211,1106
49043,UT,Summit County,1204,873,636,2713
49045,UT,Tooele County,1105,581,445,2131
49047,UT,Uintah County,672,342,182,1196
49049,UT,Utah County,14195,7281,6906,28382
49051,UT,Wasatch County,1048,493,581,2122
49053,UT,Washington County,4791,2397,2442,9630
49055,UT,Wayne County,52,65,77,194
49057,UT,Weber County,4368,2434,2199,9001
51001,VA,Accomack County,821,362,362,1545
51003,VA,Albemarle County,2386,1015,1307,4708
51005,VA,Alleghany County,480,120,128,728
51007,VA,Amelia County,391,134,169,694
51009,VA,Amherst County,784,261,337,1382
51011,VA,Appomattox County,473,141,164,778
51013,VA,Arlington County,4657,2064,2994,9715
51015,VA,Augusta County,2220,636,814,3670
51017,VA,Bath County,109,63,42,214
51019,VA,Bedford County,2380,655,907,3942
51021,VA,Bland County,101,33,29,163
51023,VA,Botetourt County,918,240,413,1571
51025,VA,Brunswick County,449,141,145,735
51027,VA,Buchanan County,298,108,139,545
51029,VA,Buckingham County,356,148,164,668
51031,VA,Campbell County,1432,405,575,2412
51033,VA,Caroline County,668,283,290,1241
51035,VA,Carroll County,851,279,334,1464
51036,VA,Charles City County,191,58,106,355
51037,VA,Charlotte County,410,94,134,638
51041,VA,Chesterfield County,8473,3708,4130,16311
51043,VA,Clarke County,403,154,130,687
51045,VA,Craig County,126,35,42,203
51047,VA,Culpeper County,1118,434,401,1953
51049,VA,Cumberland County,268,115,121,504
51051,VA,Dickenson County,207,107,102,416
51053,VA,Dinwiddie County,532,191,232,955
51057,VA,Essex County,312,146,127,585
51059,VA,Fairfax County,32201,12836,22052,67089
51061,VA,Fauquier County,1603,605,570,2778
51063,VA,Floyd County,626,225,280,1131
51065,VA,Fluvanna County,603,258,248,1109
51067,VA,Franklin County,1727,411,662,2800
51069,VA,Frederick County,1891,624,711,3226
51071,VA,Giles County,357,99,223,679
51073,VA,Gloucester County,889,276,381,1546
51075,VA,Goochland County,699,248,269,1216
51077,VA,Grayson County,428,171,209,808
51079,VA,Greene County,493,142,218,853
51081,VA,Greensville County,284,125,126,535
51083,VA,Halifax County,921,373,289,1583
51085,VA,Hanover County,2587,1245,1258,5090
51087,VA,Henrico County,9674,4102,4376,18152
51089,VA,Henry County,2063,669,664,3396
51091,VA,Highland County,116,29,29,174
51093,VA,Isle of Wight County,714,254,336,1304
51095,VA,James City County,1504,475,708,2687
51097,VA,King and Queen County,209,62,110,381
51099,VA,King George County,424,162,143,729
51101,VA,King William County,409,142,178,729
51103,VA,Lancaster County,423,103,145,671
51105,VA,Lee County,326,136,116,578
51107,VA,Loudoun County,9082,3398,4478,16958
51109,VA,Louisa County,940,329,344,1613
51111,VA,Lunenburg County,253,121,112,486
51113,VA,Madison County,342,140,148,630
51115,VA,Mathews County,234,57,142,433
51117,VA,Mecklenburg County,761,307,322,1390
51119,VA,Middlesex County,405,124,177,706
51121,VA,Montgomery County,1903,568,920,3391
51125,VA,Nelson County,536,197,265,998
51127,VA,New Kent County,455,136,207,798
51131,VA,Northampton County,342,174,183,699
51133,VA,Northumberland County,352,144,147,643
51135,VA,Nottoway County,302,110,134,546
51137,VA,Orange County,819,347,382,1548
51139,VA,Page County,534,213,280,1027
51141,VA,Patrick County,567,153,167,887
51143,VA,Pittsylvania County,2140,915,772,3827
51145,VA,Powhatan County,843,229,306,1378
51147,VA,Prince Edward County,476,142,229,847
51149,VA,Prince George County,508,180,181,869
51153,VA,Prince William County,13512,4672,6283,24467
51155,VA,Pulaski County,651,207,279,1137
51157,VA,Rappahannock County,278,148,126,552
51159,VA,Richmond County,193,98,77,368
51161,VA,Roanoke County,2640,678,1237,4555
51163,VA,Rockbridge County,792,288,360,1440
51165,VA,Rockingham County,1931,618,773,3322
51167,VA,Russell County,493,142,203,838
51169,VA,Scott County,391,125,119,635
51171,VA,Shenandoah County,991,351,411,1753
51173,VA,Smyth County,598,274,243,1115
51175,VA,Southampton County,400,142,138,680
51177,VA,Spotsylvania County,2772,1185,1090,5047
51179,VA,Stafford County,2582,981,1023,4586
51181,VA,Surry County,182,79,76,337
51183,VA,Sussex County,218,74,89,381
51185,VA,Tazewell County,745,264,247,1256
51187,VA,Warren County,883,300,299,1482
51191,VA,Washington County,1335,445,564,2344
51193,VA,Westmoreland County,383,149,148,680
51195,VA,Wise County,584,254,174,1012
51197,VA,Wythe County,575,207,251,1033
51199,VA,York County,1142,434,573,2149
51510,VA,Alexandria city,4048,1675,2315,8038
51515,VA,Bedford city,57,22,29,108
51520,VA,Bristol city,316,133,121,570
51530,VA,Buena Vista city,114,43,34,191
51540,VA,Charlottesville city,1343,517,790,2650
51550,VA,Chesapeake city,4722,1761,1852,8335
51570,VA,Colonial Heights city,448,144,193,785
51580,VA,Covington city,98,29,37,164
51590,VA,Danville city,1115,503,457,2075
51595,VA,Emporia city,55,11,12,78
51600,VA,Fairfax city,780,289,500,1569
51610,VA,Falls Church city,382,216,347,945
51620,VA,Franklin city,186,51,54,291
51630,VA,Fredericksburg city,611,243,238,1092
51640,VA,Galax city,151,57,66,274
51650,VA,Hampton city,3037,924,1230,5191
51660,VA,Harrisonburg city,794,278,334,1406
51670,VA,Hopewell city,435,159,163,757
51678,VA,Lexington city,111,32,62,205
51680,VA,Lynchburg city,1779,500,725,3004
51683,VA,Manassas city,1215,418,470,2103
51685,VA,Manassas Park city,565,222,198,985
51690,VA,Martinsville city,532,199,137,868
51700,VA,Newport News city,3944,1250,1499,6693
51710,VA,Norfolk city,4883,1792,1798,8473
51720,VA,Norton city,45,21,17,83
51730,VA,Petersburg city,772,253,179,1204
51735,VA,Poquoson city,226,78,108,412
51740,VA,Portsmouth city,2056,779,643,3478
51750,VA,Radford city,258,97,98,453
51760,VA,Richmond city,6867,3052,3001,12920
51770,VA,Roanoke city,2647,831,1117,4595
51775,VA,Salem city,556,192,294,1042
51790,VA,Staunton city,545,185,290,1020
51800,VA,Suffolk city,1509,596,581,2686
51810,VA,Virginia Beach city,10898,3832,4504,19234
51820,VA,Waynesboro city,418,134,176,728
51830,VA,Williamsburg city,292,82,127,501
51840,VA,Winchester city,645,204,208,1057
55001,WI,Adams County,313,177,285,775
55003,WI,Ashland County,336,222,435,993
55005,WI,Barron County,809,699,834,2342
55007,WI,Bayfield County,371,237,454,1062
55009,WI,Brown County,4031,1919,2697,8647
55011,WI,Buffalo County,277,229,309,815
55013,WI,Burnett County,312,191,311,814
55015,WI,Calumet County,660,269,413,1342
55017,WI,Chippewa County,947,829,1133,2909
55019,WI,Clark County,497,520,820,1837
55021,WI,Columbia County,719,388,596,1703
55023,WI,Crawford County,254,153,214,621
55025,WI,Dane County,6288,3405,4811,14504
55027,WI,Dodge County,1243,590,875,2708
55029,WI,Door County,838,497,760,2095
55031,WI,Douglas County,653,391,592,1636
55033,WI,Dunn County,557,361,665,1583
55035,WI,Eau Claire County,1533,984,1347,3864
55037,WI,Florence County,107,,,227
55039,WI,Fond du Lac County,1440,664,1020,3124
55041,WI,Forest County,188,105,178,471
55043,WI,Grant County,770,374,755,1899
55045,WI,Green County,563,299,424,1286
55047,WI,Green Lake County,280,140,196,616
55049,WI,Iowa County,447,227,379,1053
55051,WI,Iron County,157,120,230,507
55053,WI,Jackson County,273,252,281,806
55055,WI,Jefferson County,1217,661,818,2696
55057,WI,Juneau County,362,209,286,857
55059,WI,Kenosha County,2666,1378,1544,5588
55061,WI,Kewaunee County,377,230,302,909
55063,WI,La Crosse County,1619,1091,1281,3991
55065,WI,Lafayette County,273,173,279,725
55067,WI,Langlade County,420,230,408,1058
55069,WI,Lincoln County,528,354,578,1460
55071,WI,Manitowoc County,1217,788,991,2996
55073,WI,Marathon County,2333,1559,2161,6053
55075,WI,Marinette County,868,500,663,2031
55077,WI,Marquette County,252,105,199,556
55078,WI,Menominee County,41,,,45
55079,WI,Milwaukee County,17122,7526,8828,33476
55081,WI,Monroe County,571,487,451,1509
55083,WI,Oconto County,722,383,600,1705
55085,WI,Oneida County,869,437,1066,2372
55087,WI,Outagamie County,2830,1173,1981,5984
55089,WI,Ozaukee County,1581,744,1054,3379
55091,WI,Pepin County,103,102,188,393
55093,WI,Pierce County,573,342,431,1346
55095,WI,Polk County,924,601,687,2212
55097,WI,Portage County,1250,723,1110,3083
55099,WI,Price County,251,249,363,863
55101,WI,Racine County,2978,1401,1571,5950
55103,WI,Richland County,282,144,252,678
55105,WI,Rock County,1961,1353,1379,4693
55107,WI,Rusk County,224,276,323,823
55109,WI,St. Croix County,1257,713,874,2844
55111,WI,Sauk County,881,539,763,2183
55113,WI,Sawyer County,351,236,352,939
55115,WI,Shawano County,882,385,615,1882
55117,WI,Sheboygan County,1694,796,1046,3536
55119,WI,Taylor County,385,319,493,1197
55121,WI,Trempealeau County,411,320,381,1112
55123,WI,Vernon County,412,341,389,1142
55125,WI,Vilas County,668,331,827,1826
55127,WI,Walworth County,2105,1061,1268,4434
55129,WI,Washburn County,333,227,377,937
55131,WI,Washington County,2129,1082,1296,4507
55133,WI,Waukesha County,5432,2519,3306,11257
55135,WI,Waupaca County,999,429,749,2177
55137,WI,Waushara County,440,179,337,956
55139,WI,Winnebago County,2595,1189,1552,5336
55141,WI,Wood County,1341,785,1279,3405
54001,WV,Barbour County,157,69,82,308
54003,WV,Berkeley County,1017,494,467,1978
54005,WV,Boone County,131,79,73,283
54007,WV,Braxton County,163,81,92,336
54009,WV,Brooke County,190,139,152,481
54011,WV,Cabell County,853,456,365,1674
54013,WV,Calhoun County,55,33,46,134
54015,WV,Clay County,63,51,29,143
54017,WV,Doddridge County,57,32,31,120
54019,WV,Fayette County,365,198,202,765
54021,WV,Gilmer County,53,35,26,114
54023,WV,Grant County,73,62,55,190
54025,WV,Greenbrier County,406,242,228,876
54027,WV,Hampshire County,232,127,109,468
54029,WV,Hancock County,358,186,188,732
54031,WV,Hardy County,109,80,62,251
54033,WV,Harrison County,663,361,297,1321
54035,WV,Jackson County,203,134,120,457
54037,WV,Jefferson County,636,280,257,1173
54039,WV,Kanawha County,1660,944,797,3401
54041,WV,Lewis County,176,67,76,319
54043,WV,Lincoln County,226,79,79,384
54045,WV,Logan County,229,107,112,448
54047,WV,McDowell County,89,59,43,191
54049,WV,Marion County,529,249,228,1006
54051,WV,Marshall County,237,150,110,497
54053,WV,Mason County,172,97,85,354
54055,WV,Mercer County,546,202,283,1031
54057,WV,Mineral County,241,117,104,462
54059,WV,Mingo County,213,100,64,377
54061,WV,Monongalia County,835,411,413,1659
54063,WV,Monroe County,194,108,131,433
54065,WV,Morgan County,171,100,90,361
54067,WV,Nicholas County,253,130,143,526
54069,WV,Ohio County,410,281,223,914
54071,WV,Pendleton County,115,53,50,218
54073,WV,Pleasants County,61,34,21,116
54075,WV,Pocahontas County,117,108,76,301
54077,WV,Preston County,328,202,164,694
54079,WV,Putnam County,518,264,304,1086
54081,WV,Raleigh County,676,355,374,1405
54083,WV,Randolph County,286,157,140,583
54085,WV,Ritchie County,63,32,38,133
54087,WV,Roane County,145,61,94,300
54089,WV,Summers County,87,77,68,232
54091,WV,Taylor County,121,45,53,219
54093,WV,Tucker County,76,47,48,171
54095,WV,Tyler County,118,55,70,243
54097,WV,Upshur County,208,137,97,442
54099,WV,Wayne County,313,156,117,586
54101,WV,Webster County,43,29,42,114
54103,WV,Wetzel County,185,145,92,422
54105,WV,Wirt County,64,36,13,113
54107,WV,Wood County,763,420,328,1511
54109,WV,Wyoming County,187,75,99,361
56001,WY,Albany County,610,270,355,1235
56003,WY,Big Horn County,225,80,92,397
56005,WY,Campbell County,457,130,169,756
56007,WY,Carbon County,220,119,124,463
56009,WY,Converse County,194,81,49,324
56011,WY,Crook County,170,53,83,306
56013,WY,Fremont County,850,793,554,2197
56015,WY,Goshen County,264,137,186,587
56017,WY,Hot Springs County,78,23,50,151
56019,WY,Johnson County,192,69,91,352
56021,WY,Laramie County,1245,678,657,2580
56023,WY,Lincoln County,551,195,382,1128
56025,WY,Natrona County,1158,547,548,2253
56027,WY,Niobrara County,62,21,30,113
56029,WY,Park County,776,328,433,1537
56031,WY,Platte County,112,65,118,295
56033,WY,Sheridan County,510,290,376,1176
56035,WY,Sublette County,243,81,157,481
56037,WY,Sweetwater County,517,244,257,1018
56039,WY,Teton County,1186,631,905,2722
56041,WY,Uinta County,273,145,120,538
56043,WY,Washakie County,162,75,82,319
56045,WY,Weston County,70,32,59,161
XXXXX,XX,Unknown,162,300,41,503
